id,name,url,status,linked_definitions,url_slug,subscription,has_qc_code,keywords,market_factors,instruments,regions,rebalancing,complexity,confidence,crisis_hedge,paper_perf,paper_vol,paper_sharpe,paper_max_dd,paper_start,paper_end,oos_perf_inception,oos_vol_inception,oos_sharpe_inception,oos_max_dd,oos_start,oos_end,correlation,linear_issue,notes
#0267,Market Timing Using Lumber/Gold Ratio,https://quantpedia.com/strategies/market-timing-using-lumber-gold-ratio,ELIGIBLE,ENG-425,market-timing-using-lumber-gold-ratio,Prime,Yes,asset class picking; market timing; small cap,Equities; Bonds,ETFs; Funds; Futures; CFDs,Global,Weekly,Simple,Strong,Partially,13.9,11.8,0.84,-18.46,1986.0,2015.0,7.0,19.656606548695265,0.3561143670785146,-29.73938224863275,2022.0,2025.0,0.787247500702165,,
#0268,Expected Skewness and Momentum in Stocks,https://quantpedia.com/strategies/expected-skewness-and-momentum-in-stocks,ELIGIBLE,ENG-426,expected-skewness-and-momentum-in-stocks,Premium,Yes,momentum; equity long short; momentum in stocks; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,14.3,31.06,0.46,-91.95,1926.0,2011.0,5.0,77.05764260466165,0.0648864905672253,-93.70003056612228,2010.0,2025.0,-0.2309792741580185,,
#0269,Intraday Currency Seasonality,https://quantpedia.com/strategies/intraday-currency-seasonality,ELIGIBLE,ENG-427,intraday-currency-seasonality,Premium,Yes,market timing; seasonality; FX anomaly; forex system,Currencies,Futures; CFDs; Swaps,Global,Intraday,Simple,Moderate,Yes,9.07,11.55,0.79,-71.07,2007.0,2019.0,-6.5,6.80342626951229,-0.9554009615901898,-74.15859422897142,2010.0,2025.0,-0.0213687402477237,,
#0270,Turn of the Month Effect in the Cross-Section of Stock Returns,https://quantpedia.com/strategies/turn-of-the-month-effect-in-the-cross-section-of-stock-returns,ELIGIBLE,ENG-429,turn-of-the-month-effect-in-the-cross-section-of-stock-returns,Premium,Yes,seasonality; stock picking; equity long short; factor investing; smart beta,Equities,Stocks,United States,Daily,Complex,Strong,Unknown,17.18,,,-15.68,1980.0,2013.0,1.8,3.91386122756672,0.4599038891113354,-16.80357797105555,2000.0,2025.0,0.0554649852876458,,
#0271,Earnings Announcements Combined with Stock Repurchases,https://quantpedia.com/strategies/earnings-announcements-combined-with-stock-repurchases,INELIGIBLE,ENG-430,earnings-announcements-combined-with-stock-repurchases,Free,Yes,stock picking; fundamental analysis; earnings announcement; trading earnings; factor investing; smart beta,Equities,Stocks,United States,Daily,Moderate,Strong,No,25.2,11.11,2.27,,1987.0,2013.0,,,,,,,,,
#0272,Overnight Stock Trading,https://quantpedia.com/strategies/overnight-stock-trading,ELIGIBLE,ENG-431,overnight-stock-trading,Premium,Yes,market timing; seasonality; stock picking; equity long short; factor investing; smart beta,Equities,Stocks,United States,Daily,Complex,Strong,Partially,21.28,6.6,2.62,-33.48,1995.0,2014.0,-49.7,109.55578361403236,-0.4536501712688605,-99.99837222503857,2010.0,2025.0,0.2938174267414631,,
#0273,Overreaction to Merger and Acquisition Announcements,https://quantpedia.com/strategies/overreaction-to-merger-and-acquisition-announcements,INELIGIBLE,ENG-430,overreaction-to-merger-and-acquisition-announcements,Premium,No,equity long short; arbitrage,Equities,Stocks,United States,Daily,Complex,Strong,Partially,15.83,,,,1980.0,2012.0,,,,,,,,,
#0274,Post-Earnings Announcement Drift Based on Price Signal Alone,https://quantpedia.com/strategies/post-earnings-announcement-drift-based-on-price-signal-alone,ELIGIBLE,ENG-432,post-earnings-announcement-drift-based-on-price-signal-alone,Premium,Yes,stock picking; equity long short; earnings announcement; factor investing; smart beta,Equities,Stocks,United States,Daily,Complex,Moderate,Unknown,5.64,4.03,1.4,-36.44,2003.0,2015.0,-1.7,11.231237998295102,-0.1513635451637708,-35.240951012471065,2010.0,2025.0,-0.1446187457187347,,
#0275,Post-Earnings Announcement Drift for Friday Evening Announcers,https://quantpedia.com/strategies/post-earnings-announcement-drift-for-friday-evening-announcers,ELIGIBLE,ENG-433,post-earnings-announcement-drift-for-friday-evening-announcers,Premium,Yes,stock picking; equity long short; earnings announcement,Equities,Stocks,United States,Daily,Complex,Moderate,Partially,20.84,,,-46.06,1999.0,2013.0,-2.6,8.7220062721093,-0.2980965524313048,-47.57243646459598,2007.0,2025.0,-0.0656826932121691,,
#0276,Shorting Stocks During the Last Hour of Month,https://quantpedia.com/strategies/shorting-stocks-during-the-last-hour-of-month,ELIGIBLE,ENG-434,shorting-stocks-during-the-last-hour-of-month,Prime,Yes,market timing; seasonality; short selling,Equities,ETFs; Futures; CFDs,United States,Intraday,Simple,Strong,Yes,1.8,,,-13.05,2002.0,2015.0,0.2,3.3530404359248225,0.0596473570247406,-14.460045735305016,2002.0,2025.0,-0.1966113217699417,,
#0277,Sequenced Insider Trading,https://quantpedia.com/strategies/sequenced-insider-trading,INELIGIBLE,ENG-430,sequenced-insider-trading,Premium,Yes,stock picking; equity long short; insiders trading effect; alternative data; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,22.13,14.26,1.55,,1986.0,2011.0,,,,,,,,,
#0278,Trading Commodity ETFs versus Equity ETFs,https://quantpedia.com/strategies/trading-commodity-etfs-versus-equity-etfs,ELIGIBLE,ENG-435,trading-commodity-etfs-versus-equity-etfs,Premium,Yes,arbitrage; sentiment trading,Equities; Commodities,ETFs,United States,Daily,Complex,Weak,Unknown,31.1,,,,2004.0,2011.0,,,,,,,,,
#0279,Long-Term Reversal Combined with a Momentum Effect in Industry Portfolios,https://quantpedia.com/strategies/long-term-reversal-combined-with-a-momentum-effect-in-industry-portfolios,ELIGIBLE,ENG-436,long-term-reversal-combined-with-a-momentum-effect-in-industry-portfolios,Prime,Yes,sector picking; reversal; equity long short; factor investing; smart beta,Equities,ETFs,Global,Quarterly,Simple,Moderate,Unknown,9.9,19.49,0.3,-69.71,1963.0,2013.0,4.9,25.595519170480905,0.1914397581609178,-69.71124570516915,2010.0,2025.0,0.0765437418033902,,
#0280,Trading the VIX Futures Roll and Volatility Premiums with VIX Options,https://quantpedia.com/strategies/trading-the-vix-futures-roll-and-volatility-premiums-with-vix-options,SKIP,OPTIONS,trading-the-vix-futures-roll-and-volatility-premiums-with-vix-options,Premium,Yes,volatility effect; volatility premium,Equities,Options,United States,Daily,Complex,Moderate,Unknown,22.5,,,,2007.0,2014.0,,,,,,,,,
#0281,Skewness Effect in Commodities,https://quantpedia.com/strategies/skewness-effect-in-commodities,ELIGIBLE,ENG-437,skewness-effect-in-commodities,Free,Yes,volatility effect; factor investing; smart beta,Commodities,Futures; CFDs,Global,Monthly,Simple,Strong,Yes,8.01,10.2,0.79,-54.25,1987.0,2014.0,10.7,21.1612075159147,0.5056422225410745,-54.1428516485747,2000.0,2025.0,-0.0205522367270278,,
#0282,Trading based on Higher Moments in Currency Markets,https://quantpedia.com/strategies/trading-based-on-higher-moments-in-currency-markets,ELIGIBLE,ENG-438,trading-based-on-higher-moments-in-currency-markets,Premium,Yes,FX anomaly; forex system,Currencies,Futures; CFDs; Swaps,Global,Monthly,Complex,Strong,Unknown,11.07,8.0,1.38,,1989.0,2014.0,,,,,,,,,
#0283,Market Neutral Strategy Based on Share Buybacks,https://quantpedia.com/strategies/market-neutral-strategy-based-on-share-buybacks,INELIGIBLE,ENG-430,market-neutral-strategy-based-on-share-buybacks,Premium,Yes,stock picking; equity long short; factor investing; smart beta,Equities,ETFs; Stocks,United States,Daily,Complex,Strong,No,9.66,7.21,1.34,-28.38,1998.0,2014.0,-0.2,12.69,-0.015648129,-28.38,,,,,
#0284,Timing the Small Cap Effect ver. 2,https://quantpedia.com/strategies/timing-the-small-cap-effect-ver-2,ELIGIBLE,ENG-303,timing-the-small-cap-effect-ver-2,Prime,Yes,market timing; equity long short; small cap; factor investing; smart beta; factor allocation,Equities,ETFs,United States,Monthly,Simple,Strong,No,9.0,,,-39.5,2000.0,2014.0,3.0,15.840679439156348,0.1893858159003169,-39.49528313026376,2000.0,2025.0,0.5339284743595645,,
#0285,Spread (Basis) Momentum within Commodities,https://quantpedia.com/strategies/spread-basis-momentum-within-commodities,ELIGIBLE,ENG-439,spread-basis-momentum-within-commodities,Premium,Yes,momentum; spread trading; factor investing; smart beta,Commodities,Futures; CFDs,Global,Monthly,Simple,Strong,Unknown,18.38,19.98,0.92,-55.96,1960.0,2014.0,2.2,18.842347816695764,0.1167582735125307,-49.92214839561521,2010.0,2025.0,-0.0187116627243794,,
#0286,Spread (Basis) Momentum within Currencies,https://quantpedia.com/strategies/spread-basis-momentum-within-currencies,ELIGIBLE,ENG-440,spread-basis-momentum-within-currencies,Premium,Yes,momentum; FX anomaly; forex system; spread trading; factor investing; smart beta,Currencies,Futures; CFDs; Swaps,Global,Monthly,Simple,Strong,Unknown,8.06,9.95,0.81,-31.52,1997.0,2015.0,1.7,7.767775216798234,0.2188528829108826,-22.37105495028232,2010.0,2025.0,-0.0369486427681529,,
#0287,The FOMC Cycle Effect,https://quantpedia.com/strategies/the-fomc-cycle-effect,ELIGIBLE,ENG-441,the-fomc-cycle-effect,Premium,Yes,market timing; seasonality,Equities,ETFs; Futures; CFDs,United States,Weekly,Simple,Strong,No,12.15,13.15,0.92,-34.25,1994.0,2016.0,7.4,14.32219933274653,0.5166804223343344,-34.258100968338354,2000.0,2025.0,0.7511841498193002,,
#0523,DRIPs and Falling Stock Prices,https://quantpedia.com/strategies/drips-and-falling-stock-prices,INELIGIBLE,,drips-and-falling-stock-prices,Premium,No,stock picking; equity long short; arbitrage,Equities,ETFs; Futures; Stocks,United States,Daily,Moderate,Strong,Unknown,27.01,34.14,0.79,,2007.0,2018.0,,,,,,,,,
#0524,Deviations of Fundamentals and Machine Learning,https://quantpedia.com/strategies/deviations-of-fundamentals-and-machine-learning,INELIGIBLE,,deviations-of-fundamentals-and-machine-learning,Premium,No,stock picking; equity long short; fundamental analysis; factor investing; smart beta; machine learning,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,9.87,12.45,0.79,,1987.0,2017.0,,,,,,,,,
#0525,Double-Sorting all Possible Strategies,https://quantpedia.com/strategies/double-sorting-all-possible-strategies,ELIGIBLE,,double-sorting-all-possible-strategies,Premium,Yes,momentum; trend-following; stock picking; equity long short; fundamental analysis; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,38.64,28.0,1.38,,1988.0,2017.0,,,,,,,,,
#0526,Principal Portfolios,https://quantpedia.com/strategies/principal-portfolios,INELIGIBLE,,principal-portfolios,Premium,No,momentum; value; equity long short; momentum in stocks; fundamental analysis; factor investing; smart beta; factor allocation,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,7.2,10.0,0.72,,1963.0,2017.0,,,,,,,,,
#0527,"Employee Satisfaction, ESG and Stock Returns",https://quantpedia.com/strategies/employee-satisfaction-esg-and-stock-returns,,,employee-satisfaction-esg-and-stock-returns,Premium,Yes,stock picking; equity long short; alternative data; factor investing; ESG investing,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,5.83,,,,2011.0,2019.0,,,,,,,,,
#0528,Equity Factors and Corporate Bonds,https://quantpedia.com/strategies/equity-factors-and-corporate-bonds,INELIGIBLE,,equity-factors-and-corporate-bonds,Premium,No,value; fundamental analysis; bond timing; factor investing; smart beta; factor allocation,Bonds,Bonds,United States,Monthly,Complex,Strong,Unknown,6.61,11.27,0.59,,1996.0,2016.0,,,,,,,,,
#0529,Identifying Smart Money with Options,https://quantpedia.com/strategies/identfying-smart-money-with-options,INELIGIBLE,,identfying-smart-money-with-options,Premium,No,market timing; stock picking; volume effect,Equities,Stocks,Global,Daily,Very Complex,Strong,Unknown,13.87,8.1,1.71,,2014.0,2018.0,,,,,,,,,
#0530,Jump Risk in Stocks,https://quantpedia.com/strategies/jump-risk-in-stocks,INELIGIBLE,,jump-risk-in-stocks,Premium,Yes,stock picking; equity long short; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,No,8.9,17.21,0.52,,1988.0,2011.0,,,,,,,,,
#0531,Global Bond Portfolio Predicts Government Bonds Returns in Individual Countries,https://quantpedia.com/strategies/global-bond-portfolio-predicts-government-bonds-returns-in-individual-countries,ELIGIBLE,,global-bond-portfolio-predicts-government-bonds-returns-in-individual-countries,Premium,Yes,market timing; bond timing,Bonds,ETFs; Futures; Bonds,Global,Monthly,Simple,Strong,Yes,3.9,5.26,0.74,-11.82,1970.0,2016.0,1.1,2.62895011314262,0.4184179815740479,-11.644097442535962,1999.0,2025.0,-0.2001742010914902,,
#0532,Minimum Idiosyncratic Returns in Stocks,https://quantpedia.com/strategies/minimum-idiosyncratic-returns-in-stocks,ELIGIBLE,,minimum-idiosyncratic-returns-in-stocks,Premium,Yes,stock picking; equity long short; small cap; smart beta,Equities,Stocks,United States,Monthly,Moderate,Strong,Unknown,7.83,15.38,0.51,,1963.0,2014.0,,,,,,,,,
#0533,FOMC Cycle and Credit Risk,https://quantpedia.com/strategies/fomc-cycle-and-credit-risk,INELIGIBLE,,fomc-cycle-and-credit-risk,Premium,Yes,market timing; seasonality,Bonds,CDS,United States,Weekly,Simple,Moderate,Unknown,8.89,14.87,0.6,-27.31,2005.0,2017.0,-1.5,8.074100394989998,-0.185779210886547,-27.60884173818421,2012.0,2025.0,0.0615097067069406,,
#0534,Time Series Factor Momentum,https://quantpedia.com/strategies/time-series-factor-momentum,ELIGIBLE,,time-series-factor-momentum,Premium,Yes,momentum; stock picking; equity long short; momentum in stocks; factor investing; smart beta; factor allocation,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,12.0,14.29,0.84,-31.31,1965.0,2017.0,-0.7,7.673150312830673,-0.0912271976256601,-33.933986144138906,2008.0,2025.0,0.0591919351191536,,
#0535,Idiosyncratic Liquidity in Stocks,https://quantpedia.com/strategies/idiosyncratic-liquidity-in-stocks,ELIGIBLE,,idiosyncratic-liquidity-in-stocks,Premium,Yes,stock picking; equity long short; liquidity risk premium; factor investing; smart beta,Equities,Stocks,United States,Monthly,Moderate,Strong,Partially,11.09,11.3,0.98,-31.71,1966.0,2018.0,-0.1,12.30167122566958,-0.0081289768004311,-43.56744591135013,2003.0,2025.0,0.0750783365513296,,
#0536,Machine Learning Stock Picking,https://quantpedia.com/strategies/machine-learning-stock-picking,INELIGIBLE,,machine-learning-stock-picking,Premium,No,market timing; stock picking; fundamental analysis; factor investing; smart beta; machine learning,Equities,CFDs; Stocks,United States,Weekly,Very Complex,Strong,No,18.7,24.2,0.77,,2002.0,2019.0,,,,,,,,,
#0537,The Positive Similarity of Company Filings and Stock Returns,https://quantpedia.com/strategies/the-positive-similarity-of-company-filings-and-stock-returns,INELIGIBLE,,the-positive-similarity-of-company-filings-and-stock-returns,Free,Yes,stock picking; equity long short; fundamental analysis; alternative data; factor investing; smart beta; machine learning,Equities,Stocks,United States,Monthly,Moderate,Strong,Yes,5.47,6.48,0.84,,2007.0,2020.0,,,,,,,,,
#0538,Oil Intraday Momentum,https://quantpedia.com/strategies/oil-intraday-momentum,ELIGIBLE,,oil-intraday-momentum,Premium,Yes,momentum; market timing,Commodities,ETFs; Futures; CFDs,Global,Intraday,Simple,Weak,Unknown,21.36,,,0.0,2009.0,2020.0,0.0,0.4140228306498087,,-1.994308969523162,2010.0,2025.0,0.0341035371238027,,
#0539,Historical and Implied Volatility in FX Options,https://quantpedia.com/strategies/historical-and-implied-volatility-in-fx-options,INELIGIBLE,,historical-and-implied-volatility-in-fx-options,Premium,Yes,FX anomaly; volatility premium,Currencies,Options,Global,Monthly,Complex,Strong,Yes,19.08,24.14,0.79,,1999.0,2011.0,,,,,,,,,
#0540,Semivariance and Time Series Momentum in Futures,https://quantpedia.com/strategies/semivariance-and-time-series-momentum-in-futures,INELIGIBLE,,semivariance-and-time-series-momentum-in-futures,Premium,No,momentum; trend-following,Commodities,Futures,China,Daily,Very Complex,Strong,Unknown,19.11,10.8,1.77,,2007.0,2018.0,,,,,,,,,
#0541,News and Non-news Returns in Stocks,https://quantpedia.com/strategies/news-and-non-news-returns-in-stocks,INELIGIBLE,,news-and-non-news-returns-in-stocks,Premium,No,stock picking; equity long short; sentiment trading; alternative data; factor investing,Equities,Stocks,United States,Daily,Very Complex,Strong,Unknown,20.98,16.18,1.3,,2000.0,2012.0,,,,,,,,,
#0542,Committee Portfolio Selection,https://quantpedia.com/strategies/committee-portfolio-selection,INELIGIBLE,,committee-portfolio-selection,Premium,No,asset class picking; rotational system; market timing; machine learning,Equities; Bonds; REITs,ETFs,United States,Monthly,Very Complex,Strong,Unknown,19.6,8.45,2.32,,2002.0,2019.0,,,,,,,,,
#0543,Dividend Stocks and Rising or Falling Interest Rates,https://quantpedia.com/strategies/dividend-stocks-and-rising-or-falling-interest-rates,ELIGIBLE,,dividend-stocks-and-rising-or-falling-interest-rates,Premium,Yes,market timing; stock picking; equity long short; factor investing; smart beta,Equities,Stocks,United States,Monthly,Moderate,Strong,Unknown,7.34,22.23,0.33,-37.59,1963.0,2016.0,-0.1,10.002649802173874,-0.0099973508997852,-35.452712297383904,2000.0,2025.0,0.039573708308364,,
#0544,Impact of intangible assets on B/M,https://quantpedia.com/strategies/impact-of-intangible-assets-on-b-m,INELIGIBLE,,impact-of-intangible-assets-on-b-m,Premium,Yes,stock picking; value; equity long short; fundamental analysis; factor investing; smart beta,Equities,Stocks,United States,Yearly,Very Complex,Strong,Partially,10.95,15.22,0.72,-27.23,1976.0,2017.0,4.3,11.823486671324108,0.3636829067037333,-33.9248613105811,2010.0,2025.0,0.0485591079741355,,
#0545,Predictability in USD/CNH FX pair,https://quantpedia.com/strategies/predictability-in-usd-cnh-fx-pair,INELIGIBLE,,predictability-in-usd-cnh-fx-pair,Premium,No,FX anomaly; forex system,Currencies,Futures; CFDs,China,Daily,Complex,Strong,Unknown,26.1,4.0,6.53,,2015.0,2019.0,,,,,,,,,
